            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates of Personal Income for Small Areas, 2011-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) Tuesday 19 June 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 5 ESTIMATES OF PERSONAL INCOME, Total Income, 2011-16 Local Government Area (a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,,Median age of earners (years),,,,,,Income ($),,,,,,Median ($),,,,,,Mean ($),,,,,,,,,
LGA,LGA NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,,,,
53570,Gingin (S)," 2,649 "," 2,746 "," 2,871 "," 2,941 "," 3,066 "," 3,002 ", 47 , 46 , 47 , 47 , 47 , 47 ," 115,000,000 "," 134,000,000 "," 150,000,000 "," 160,000,000 "," 166,000,000 "," 159,000,000 "," 31,509 "," 36,006 "," 38,663 "," 37,787 "," 38,490 "," 38,359 "," 43,335 "," 48,726 "," 52,384 "," 54,258 "," 54,139 "," 53,027 ",,,,
53640,Gnowangerup (S), 811 , 801 , 842 , 850 , 871 , 779 , 44 , 44 , 44 , 43 , 43 , 42 ," 35,595,975 "," 40,754,245 "," 44,686,510 "," 60,211,110 "," 64,597,732 "," 48,723,012 "," 37,394 "," 39,675 "," 41,270 "," 52,466 "," 52,925 "," 50,934 "," 43,891 "," 50,879 "," 53,072 "," 70,837 "," 74,165 "," 62,546 ",,,,
53710,Goomalling (S), 503 , 529 , 548 , 557 , 560 , 533 , 45 , 45 , 46 , 47 , 47 , 47 ," 21,042,101 "," 24,617,872 "," 31,758,061 "," 35,421,274 "," 37,321,687 "," 29,048,386 "," 31,523 "," 37,188 "," 40,557 "," 43,681 "," 49,246 "," 42,167 "," 41,833 "," 46,537 "," 57,953 "," 63,593 "," 66,646 "," 54,500 ",,,,
53780,Gosnells (C)," 59,588 "," 62,420 "," 64,719 "," 65,543 "," 66,822 "," 65,864 ", 39 , 39 , 39 , 39 , 39 , 39 ," 2,980,000,000 "," 3,390,000,000 "," 3,730,000,000 "," 3,800,000,000 "," 3,910,000,000 "," 3,800,000,000 "," 43,803 "," 46,680 "," 49,269 "," 49,531 "," 49,940 "," 49,299 "," 50,078 "," 54,343 "," 57,622 "," 58,001 "," 58,514 "," 57,664 ",,,,
53800,Greater Geraldton (C)," 20,842 "," 21,672 "," 22,190 "," 22,530 "," 22,536 "," 22,106 ", 42 , 42 , 42 , 43 , 43 , 44 ," 1,130,000,000 "," 1,270,000,000 "," 1,400,000,000 "," 1,440,000,000 "," 1,430,000,000 "," 1,410,000,000 "," 43,752 "," 47,442 "," 50,557 "," 50,512 "," 50,974 "," 51,081 "," 54,233 "," 58,744 "," 62,972 "," 63,908 "," 63,596 "," 63,718 ",,,,
53920,Halls Creek (S), 737 , 807 , 803 , 785 , 853 , 856 , 36 , 36 , 38 , 36 , 37 , 37 ," 31,123,676 "," 36,198,152 "," 39,120,237 "," 40,340,659 "," 44,891,859 "," 48,021,417 "," 33,929 "," 36,096 "," 40,724 "," 42,633 "," 42,448 "," 41,091 "," 42,230 "," 44,855 "," 48,718 "," 51,389 "," 52,628 "," 56,100 ",,,,
53990,Harvey (S)," 13,475 "," 14,000 "," 14,386 "," 14,800 "," 15,372 "," 15,174 ", 42 , 42 , 43 , 43 , 43 , 43 ," 751,000,000 "," 856,000,000 "," 923,000,000 "," 975,000,000 "," 1,030,000,000 "," 1,000,000,000 "," 43,786 "," 47,297 "," 49,667 "," 50,724 "," 51,596 "," 50,995 "," 55,752 "," 61,112 "," 64,186 "," 65,868 "," 67,301 "," 65,896 ",,,,
54060,Irwin (S)," 1,976 "," 2,022 "," 1,988 "," 1,995 "," 2,071 "," 1,964 ", 47 , 47 , 48 , 49 , 50 , 50 ," 105,000,000 "," 118,000,000 "," 128,000,000 "," 137,000,000 "," 134,000,000 "," 123,000,000 "," 39,399 "," 43,470 "," 46,181 "," 47,987 "," 46,785 "," 45,686 "," 53,013 "," 58,280 "," 64,436 "," 68,577 "," 64,530 "," 62,534 ",,,,
54130,Jerramungup (S), 682 , 682 , 692 , 707 , 717 , 684 , 44 , 44 , 45 , 45 , 45 , 45 ," 30,260,869 "," 33,731,172 "," 30,574,794 "," 48,311,092 "," 50,499,764 "," 41,124,524 "," 32,600 "," 35,797 "," 34,660 "," 46,033 "," 49,488 "," 44,324 "," 44,371 "," 49,459 "," 44,183 "," 68,333 "," 70,432 "," 60,124 ",,,,
54170,Joondalup (C)," 98,088 "," 100,349 "," 101,313 "," 102,241 "," 103,369 "," 102,149 ", 43 , 44 , 44 , 44 , 44 , 45 ," 5,830,000,000 "," 6,450,000,000 "," 6,980,000,000 "," 7,180,000,000 "," 7,370,000,000 "," 7,200,000,000 "," 45,611 "," 49,077 "," 52,634 "," 53,800 "," 54,565 "," 54,080 "," 59,478 "," 64,260 "," 68,850 "," 70,195 "," 71,270 "," 70,483 ",,,,
54200,Kalamunda (C)," 32,498 "," 33,782 "," 34,839 "," 35,208 "," 35,501 "," 34,860 ", 43 , 43 , 43 , 43 , 44 , 44 ," 1,860,000,000 "," 2,090,000,000 "," 2,280,000,000 "," 2,330,000,000 "," 2,370,000,000 "," 2,300,000,000 "," 46,124 "," 50,056 "," 52,633 "," 53,556 "," 54,124 "," 54,026 "," 57,146 "," 61,816 "," 65,570 "," 66,178 "," 66,795 "," 65,873 ",,,,
54280,Kalgoorlie/Boulder (C)," 17,935 "," 18,765 "," 18,755 "," 18,053 "," 18,229 "," 17,865 ", 37 , 37 , 37 , 38 , 38 , 39 ," 1,170,000,000 "," 1,320,000,000 "," 1,400,000,000 "," 1,350,000,000 "," 1,380,000,000 "," 1,380,000,000 "," 55,387 "," 59,946 "," 64,580 "," 64,719 "," 66,098 "," 66,773 "," 65,507 "," 70,271 "," 74,510 "," 74,751 "," 75,903 "," 77,036 ",,,,
54310,Karratha (C)," 11,208 "," 11,878 "," 12,474 "," 12,693 "," 12,495 "," 11,759 ", 36 , 36 , 36 , 36 , 37 , 37 ," 946,000,000 "," 1,070,000,000 "," 1,190,000,000 "," 1,210,000,000 "," 1,210,000,000 "," 1,120,000,000 "," 72,519 "," 77,079 "," 80,249 "," 83,412 "," 84,467 "," 81,933 "," 84,431 "," 90,304 "," 95,475 "," 95,228 "," 97,223 "," 95,083 ",,,,
54340,Katanning (S)," 2,223 "," 2,240 "," 2,308 "," 2,302 "," 2,304 "," 2,267 ", 44 , 44 , 43 , 44 , 44 , 44 ," 89,429,430 "," 99,356,071 "," 111,000,000 "," 121,000,000 "," 124,000,000 "," 112,000,000 "," 36,668 "," 37,835 "," 41,185 "," 43,286 "," 43,521 "," 43,458 "," 40,229 "," 44,355 "," 48,273 "," 52,674 "," 53,980 "," 49,440 ",,,,
54410,Kellerberrin (S), 598 , 586 , 611 , 607 , 638 , 588 , 47 , 48 , 48 , 48 , 48 , 48 ," 22,731,542 "," 25,851,673 "," 28,863,646 "," 38,259,868 "," 42,128,395 "," 31,123,643 "," 33,010 "," 35,616 "," 37,438 "," 46,771 "," 44,728 "," 42,670 "," 38,013 "," 44,115 "," 47,240 "," 63,031 "," 66,032 "," 52,931 ",,,,
54480,Kent (S), 316 , 324 , 322 , 333 , 306 , 319 , 42 , 42 , 43 , 43 , 44 , 43 ," 10,502,250 "," 17,218,114 "," 22,555,946 "," 29,598,275 "," 30,162,363 "," 22,598,577 "," 31,750 "," 45,303 "," 51,262 "," 59,338 "," 71,892 "," 53,757 "," 33,235 "," 53,142 "," 70,050 "," 88,884 "," 98,570 "," 70,842 ",,,,
54550,Kojonup (S)," 1,448 "," 1,422 "," 1,474 "," 1,447 "," 1,442 "," 1,341 ", 46 , 46 , 46 , 47 , 47 , 47 ," 57,779,892 "," 62,941,701 "," 64,995,239 "," 70,906,956 "," 80,742,530 "," 69,825,127 "," 32,529 "," 35,122 "," 35,934 "," 37,782 "," 42,407 "," 41,299 "," 39,903 "," 44,263 "," 44,094 "," 49,003 "," 55,993 "," 52,069 ",,,,
54620,Kondinin (S), 618 , 613 , 565 , 606 , 627 , 604 , 44 , 44 , 46 , 46 , 46 , 46 ," 21,009,037 "," 21,813,626 "," 25,916,422 "," 44,718,759 "," 55,549,927 "," 36,249,233 "," 28,225 "," 30,706 "," 35,490 "," 52,236 "," 59,982 "," 48,332 "," 33,995 "," 35,585 "," 45,870 "," 73,793 "," 88,596 "," 60,015 ",,,,
54690,Koorda (S), 262 , 243 , 239 , 244 , 245 , 240 , 48 , 49 , 52 , 51 , 49 , 50 ," 9,441,623 "," 7,803,605 "," 12,343,494 "," 12,929,428 "," 15,950,164 "," 14,274,187 "," 32,834 "," 22,680 "," 43,020 "," 44,443 "," 53,088 "," 50,991 "," 36,037 "," 32,114 "," 51,646 "," 52,989 "," 65,103 "," 59,476 ",,,,
54760,Kulin (S), 503 , 487 , 484 , 477 , 500 , 461 , 46 , 47 , 47 , 47 , 47 , 47 ," 17,732,352 "," 19,556,894 "," 24,560,719 "," 36,228,834 "," 42,980,036 "," 31,387,773 "," 30,311 "," 34,003 "," 43,250 "," 54,546 "," 59,068 "," 50,600 "," 35,253 "," 40,158 "," 50,745 "," 75,951 "," 85,960 "," 68,086 ",,,,
54830,Kwinana (C)," 14,837 "," 15,924 "," 16,737 "," 17,677 "," 19,258 "," 20,390 ", 37 , 37 , 37 , 37 , 37 , 37 ," 772,000,000 "," 902,000,000 "," 1,020,000,000 "," 1,090,000,000 "," 1,210,000,000 "," 1,260,000,000 "," 45,768 "," 49,140 "," 52,309 "," 53,147 "," 53,945 "," 54,093 "," 52,031 "," 56,653 "," 60,705 "," 61,652 "," 62,836 "," 61,940 ",,,,
54900,Lake Grace (S), 982 , 975 , 971 ," 1,001 "," 1,008 ", 899 , 44 , 44 , 44 , 45 , 44 , 44 ," 37,779,195 "," 43,393,402 "," 56,898,989 "," 80,241,740 "," 95,773,674 "," 68,492,337 "," 31,258 "," 37,519 "," 43,134 "," 54,102 "," 63,835 "," 52,305 "," 38,472 "," 44,506 "," 58,598 "," 80,162 "," 95,014 "," 76,187 ",,,,
54970,Laverton (S), 240 , 232 , 256 , 253 , 261 , 235 , 40 , 43 , 42 , 44 , 44 , 43 ," 12,822,743 "," 12,544,336 "," 14,527,028 "," 13,284,276 "," 13,774,333 "," 12,807,432 "," 45,966 "," 48,166 "," 47,610 "," 47,912 "," 44,031 "," 49,514 "," 53,428 "," 54,070 "," 56,746 "," 52,507 "," 52,775 "," 54,500 ",,,,
55040,Leonora (S), 716 , 704 , 673 , 519 , 486 , 488 , 38 , 40 , 39 , 41 , 43 , 42 ," 43,733,189 "," 48,168,262 "," 47,450,349 "," 35,624,714 "," 33,004,153 "," 33,692,533 "," 55,841 "," 61,852 "," 62,520 "," 59,097 "," 61,958 "," 65,914 "," 61,080 "," 68,421 "," 70,506 "," 68,641 "," 67,910 "," 69,042 ",,,,
55110,Mandurah (C)," 36,818 "," 39,116 "," 40,757 "," 41,828 "," 43,372 "," 43,629 ", 45 , 44 , 44 , 45 , 45 , 45 ," 1,980,000,000 "," 2,300,000,000 "," 2,610,000,000 "," 2,760,000,000 "," 2,880,000,000 "," 2,830,000,000 "," 39,267 "," 42,973 "," 46,482 "," 47,923 "," 48,163 "," 47,417 "," 53,736 "," 58,927 "," 64,125 "," 65,955 "," 66,499 "," 64,773 ",,,,
55180,Manjimup (S)," 5,290 "," 5,275 "," 5,298 "," 5,349 "," 5,424 "," 5,350 ", 46 , 47 , 47 , 47 , 47 , 47 ," 220,000,000 "," 230,000,000 "," 256,000,000 "," 253,000,000 "," 278,000,000 "," 273,000,000 "," 34,847 "," 35,862 "," 37,196 "," 37,640 "," 39,424 "," 40,315 "," 41,624 "," 43,640 "," 48,405 "," 47,276 "," 51,236 "," 50,943 ",,,,
55250,Meekatharra (S), 379 , 379 , 362 , 380 , 395 , 392 , 45 , 43 , 42 , 43 , 43 , 43 ," 16,651,293 "," 19,070,069 "," 18,791,139 "," 19,639,303 "," 21,965,027 "," 22,777,543 "," 37,781 "," 44,344 "," 42,927 "," 40,315 "," 48,450 "," 47,165 "," 43,935 "," 50,317 "," 51,909 "," 51,682 "," 55,608 "," 58,106 ",,,,
55320,Melville (C)," 61,463 "," 63,154 "," 64,363 "," 64,608 "," 65,917 "," 64,382 ", 45 , 45 , 45 , 45 , 45 , 46 ," 4,130,000,000 "," 4,570,000,000 "," 5,050,000,000 "," 5,180,000,000 "," 5,280,000,000 "," 5,090,000,000 "," 45,750 "," 49,505 "," 52,559 "," 53,503 "," 54,236 "," 53,719 "," 67,241 "," 72,297 "," 78,516 "," 80,240 "," 80,174 "," 79,065 ",,,,
55390,Menzies (S), 64 , 54 , 54 , 52 , 59 , 61 , 50 , 51 , 52 , 51 , 51 , 52 ," 2,704,152 "," 2,812,759 "," 2,843,706 "," 2,274,565 "," 2,462,583 "," 2,481,800 "," 36,809 "," 39,108 "," 38,804 "," 34,463 "," 38,020 "," 34,786 "," 42,252 "," 52,088 "," 52,661 "," 43,742 "," 41,739 "," 40,685 ",,,,
55460,Merredin (S)," 1,809 "," 1,788 "," 1,799 "," 1,812 "," 1,866 "," 1,858 ", 43 , 44 , 44 , 45 , 45 , 45 ," 89,857,184 "," 96,776,177 "," 91,431,920 "," 109,000,000 "," 123,000,000 "," 110,000,000 "," 42,732 "," 45,924 "," 45,833 "," 50,395 "," 51,266 "," 50,848 "," 49,672 "," 54,125 "," 50,824 "," 60,251 "," 66,037 "," 59,247 ",,,,
55530,Mingenew (S), 260 , 269 , 270 , 280 , 282 , 270 , 45 , 46 , 46 , 44 , 44 , 42 ," 15,431,432 "," 17,028,642 "," 19,414,557 "," 21,833,134 "," 18,841,874 "," 13,716,651 "," 41,379 "," 51,008 "," 54,201 "," 52,984 "," 48,610 "," 39,689 "," 59,352 "," 63,304 "," 71,906 "," 77,975 "," 66,815 "," 50,802 ",,,,
55600,Moora (S)," 1,484 "," 1,487 "," 1,498 "," 1,453 "," 1,479 "," 1,391 ", 44 , 44 , 45 , 45 , 45 , 46 ," 73,453,029 "," 73,970,084 "," 87,433,770 "," 89,405,801 "," 93,888,062 "," 81,490,172 "," 40,056 "," 42,638 "," 46,585 "," 49,250 "," 51,519 "," 49,932 "," 49,497 "," 49,745 "," 58,367 "," 61,532 "," 63,481 "," 58,584 ",,,,
55670,Morawa (S), 432 , 438 , 436 , 423 , 393 , 348 , 46 , 46 , 45 , 44 , 44 , 45 ," 23,503,506 "," 27,828,315 "," 33,321,070 "," 24,318,438 "," 23,637,945 "," 19,096,569 "," 44,902 "," 48,185 "," 53,654 "," 48,674 "," 51,243 "," 43,076 "," 54,406 "," 63,535 "," 76,424 "," 57,490 "," 60,147 "," 54,875 ",,,,
55740,Mosman Park (T)," 5,239 "," 5,455 "," 5,535 "," 5,705 "," 5,790 "," 5,583 ", 43 , 43 , 44 , 44 , 45 , 45 ," 592,000,000 "," 612,000,000 "," 627,000,000 "," 700,000,000 "," 700,000,000 "," 707,000,000 "," 50,365 "," 53,640 "," 58,397 "," 60,400 "," 61,907 "," 61,858 "," 113,047 "," 112,197 "," 113,343 "," 122,777 "," 120,871 "," 126,597 ",,,,
55810,Mount Magnet (S), 236 , 229 , 226 , 227 , 224 , 202 , 43 , 44 , 47 , 45 , 45 , 47 ," 11,228,798 "," 11,132,964 "," 12,294,866 "," 12,397,912 "," 11,070,257 "," 10,464,124 "," 38,754 "," 39,437 "," 44,389 "," 45,966 "," 39,360 "," 41,316 "," 47,580 "," 48,616 "," 54,402 "," 54,616 "," 49,421 "," 51,803 ",,,,
55880,Mount Marshall (S), 294 , 295 , 310 , 326 , 345 , 321 , 43 , 46 , 46 , 48 , 47 , 45 ," 14,619,227 "," 8,702,710 "," 17,490,478 "," 18,667,942 "," 22,971,146 "," 20,979,201 "," 40,087 "," 28,440 "," 45,600 "," 47,612 "," 51,526 "," 53,321 "," 49,725 "," 29,501 "," 56,421 "," 57,264 "," 66,583 "," 65,356 ",,,,
55950,Mukinbudin (S), 356 , 369 , 371 , 366 , 352 , 354 , 49 , 48 , 47 , 46 , 48 , 45 ," 10,768,356 "," 11,077,684 "," 19,223,868 "," 17,454,460 "," 17,950,434 "," 22,522,665 "," 32,823 "," 31,028 "," 34,394 "," 38,838 "," 43,952 "," 48,304 "," 30,248 "," 30,021 "," 51,816 "," 47,690 "," 50,996 "," 63,623 ",,,,
56090,Mundaring (S)," 20,981 "," 21,568 "," 21,836 "," 22,107 "," 22,479 "," 22,279 ", 46 , 46 , 46 , 46 , 47 , 47 ," 1,180,000,000 "," 1,330,000,000 "," 1,430,000,000 "," 1,470,000,000 "," 1,500,000,000 "," 1,480,000,000 "," 44,739 "," 48,949 "," 51,549 "," 51,945 "," 52,380 "," 51,769 "," 56,469 "," 61,872 "," 65,526 "," 66,579 "," 66,837 "," 66,293 ",,,,
56160,Murchison (S), na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na ,,,,
56230,Murray (S)," 7,328 "," 7,712 "," 8,096 "," 8,364 "," 8,653 "," 8,678 ", 46 , 46 , 46 , 46 , 46 , 46 ," 394,000,000 "," 459,000,000 "," 515,000,000 "," 545,000,000 "," 565,000,000 "," 557,000,000 "," 39,082 "," 44,227 "," 46,965 "," 47,858 "," 47,903 "," 47,546 "," 53,735 "," 59,558 "," 63,554 "," 65,196 "," 65,348 "," 64,221 ",,,,
56300,Nannup (S), 715 , 726 , 753 , 743 , 755 , 757 , 51 , 52 , 52 , 52 , 52 , 52 ," 25,627,494 "," 30,704,715 "," 31,075,858 "," 34,269,303 "," 34,981,598 "," 34,945,173 "," 29,678 "," 34,573 "," 31,113 "," 30,745 "," 34,000 "," 34,650 "," 35,843 "," 42,293 "," 41,269 "," 46,123 "," 46,333 "," 46,163 ",,,,
56370,Narembeen (S), 505 , 518 , 498 , 502 , 530 , 497 , 49 , 50 , 51 , 50 , 50 , 51 ," 19,552,146 "," 16,695,651 "," 20,690,502 "," 35,845,671 "," 40,787,679 "," 28,339,774 "," 31,906 "," 28,725 "," 34,081 "," 50,017 "," 52,376 "," 45,701 "," 38,717 "," 32,231 "," 41,547 "," 71,406 "," 76,958 "," 57,022 ",,,,
56460,Narrogin (S)," 2,572 "," 2,573 "," 2,655 "," 2,659 "," 2,713 "," 2,809 ", 45 , 45 , 45 , 46 , 46 , 47 ," 121,000,000 "," 129,000,000 "," 139,000,000 "," 151,000,000 "," 162,000,000 "," 162,000,000 "," 39,557 "," 42,149 "," 44,171 "," 46,274 "," 48,717 "," 47,728 "," 46,931 "," 50,052 "," 52,451 "," 56,798 "," 59,790 "," 57,756 ",,,,
56580,Nedlands (C)," 13,007 "," 13,617 "," 13,845 "," 13,948 "," 14,324 "," 14,082 ", 47 , 47 , 48 , 48 , 48 , 48 ," 1,500,000,000 "," 1,660,000,000 "," 1,820,000,000 "," 1,900,000,000 "," 2,020,000,000 "," 1,940,000,000 "," 56,494 "," 61,759 "," 65,897 "," 67,678 "," 69,166 "," 68,221 "," 115,179 "," 122,132 "," 131,674 "," 136,566 "," 140,691 "," 137,625 ",,,,
56620,Ngaanyatjarraku (S), na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na ,,,,
56730,Northam (S)," 5,295 "," 5,334 "," 5,408 "," 5,434 "," 5,497 "," 5,304 ", 44 , 45 , 45 , 45 , 45 , 46 ," 257,000,000 "," 281,000,000 "," 308,000,000 "," 321,000,000 "," 327,000,000 "," 315,000,000 "," 41,020 "," 43,722 "," 47,598 "," 49,758 "," 49,707 "," 50,387 "," 48,453 "," 52,632 "," 56,994 "," 59,139 "," 59,559 "," 59,458 ",,,,
56790,Northampton (S)," 1,736 "," 1,782 "," 1,712 "," 1,768 "," 1,787 "," 1,700 ", 48 , 48 , 49 , 49 , 49 , 50 ," 82,026,457 "," 82,955,260 "," 92,813,734 "," 92,016,534 "," 91,478,139 "," 92,278,484 "," 34,816 "," 36,071 "," 39,039 "," 37,295 "," 36,488 "," 37,613 "," 47,250 "," 46,552 "," 54,214 "," 52,046 "," 51,191 "," 54,281 ",,,,
56860,Nungarin (S), 105 , 114 , 111 , 122 , 127 , 114 , 49 , 51 , 51 , 49 , 46 , 47 ," 3,954,909 "," 6,253,226 "," 5,828,535 "," 6,351,357 "," 8,535,916 "," 7,099,716 "," 30,193 "," 28,221 "," 34,726 "," 39,783 "," 47,286 "," 45,760 "," 37,666 "," 54,853 "," 52,509 "," 52,060 "," 67,212 "," 62,278 ",,,,
56930,Peppermint Grove (S)," 1,031 "," 1,074 "," 1,102 "," 1,079 "," 1,110 "," 1,054 ", 49 , 49 , 49 , 49 , 50 , 50 ," 197,000,000 "," 210,000,000 "," 228,000,000 "," 234,000,000 "," 235,000,000 "," 228,000,000 "," 79,088 "," 78,945 "," 81,895 "," 84,800 "," 88,452 "," 89,795 "," 190,687 "," 195,343 "," 207,127 "," 216,747 "," 211,387 "," 216,167 ",,,,
57000,Perenjori (S), 277 , 283 , 289 , 293 , 283 , 254 , 45 , 46 , 47 , 46 , 47 , 47 ," 16,500,704 "," 14,330,620 "," 18,599,610 "," 14,160,176 "," 14,407,314 "," 12,763,581 "," 40,770 "," 40,877 "," 46,617 "," 37,604 "," 36,022 "," 40,512 "," 59,569 "," 50,638 "," 64,359 "," 48,328 "," 50,909 "," 50,250 ",,,,
57080,Perth (C)," 14,291 "," 15,814 "," 17,180 "," 18,110 "," 18,925 "," 18,261 ", 32 , 32 , 32 , 33 , 33 , 33 ," 1,030,000,000 "," 1,220,000,000 "," 1,460,000,000 "," 1,630,000,000 "," 1,670,000,000 "," 1,540,000,000 "," 43,778 "," 50,151 "," 54,327 "," 55,655 "," 54,010 "," 52,506 "," 72,239 "," 77,005 "," 85,018 "," 90,051 "," 88,319 "," 84,430 ",,,,
57140,Pingelly (S), 656 , 614 , 631 , 648 , 659 , 621 , 47 , 48 , 50 , 49 , 50 , 50 ," 26,457,339 "," 26,510,678 "," 32,488,823 "," 37,632,997 "," 46,040,876 "," 33,312,047 "," 30,631 "," 32,056 "," 41,156 "," 44,573 "," 50,727 "," 39,987 "," 40,331 "," 43,177 "," 51,488 "," 58,076 "," 69,865 "," 53,643 ",,,,
57210,Plantagenet (S)," 2,753 "," 2,728 "," 2,792 "," 2,866 "," 2,915 "," 2,903 ", 48 , 48 , 48 , 49 , 49 , 49 ," 106,000,000 "," 114,000,000 "," 112,000,000 "," 128,000,000 "," 139,000,000 "," 138,000,000 "," 31,845 "," 34,162 "," 33,098 "," 35,116 "," 37,759 "," 38,015 "," 38,659 "," 41,654 "," 40,216 "," 44,739 "," 47,673 "," 47,522 ",,,,
57280,Port Hedland (T)," 7,569 "," 8,099 "," 8,669 "," 8,888 "," 8,783 "," 8,301 ", 34 , 34 , 34 , 35 , 35 , 36 ," 604,000,000 "," 684,000,000 "," 803,000,000 "," 832,000,000 "," 835,000,000 "," 763,000,000 "," 69,131 "," 73,645 "," 82,729 "," 84,001 "," 85,272 "," 82,349 "," 79,740 "," 84,490 "," 92,593 "," 93,622 "," 95,072 "," 91,866 ",,,,
57350,Quairading (S), 585 , 566 , 591 , 560 , 560 , 541 , 50 , 51 , 51 , 51 , 52 , 53 ," 28,020,369 "," 29,662,503 "," 36,286,878 "," 43,048,655 "," 49,696,396 "," 36,651,701 "," 35,712 "," 40,487 "," 47,026 "," 52,005 "," 60,438 "," 53,271 "," 47,898 "," 52,407 "," 61,399 "," 76,873 "," 88,744 "," 67,748 ",,,,
57420,Ravensthorpe (S)," 1,063 "," 1,144 "," 1,112 "," 1,141 "," 1,085 ", 959 , 44 , 44 , 45 , 45 , 47 , 48 ," 58,800,955 "," 60,860,585 "," 65,072,315 "," 80,518,170 "," 82,066,325 "," 64,633,967 "," 41,940 "," 44,473 "," 47,681 "," 52,811 "," 55,847 "," 49,920 "," 55,316 "," 53,200 "," 58,518 "," 70,568 "," 75,637 "," 67,397 ",,,,
57490,Rockingham (C)," 56,481 "," 60,343 "," 63,445 "," 65,972 "," 68,553 "," 68,729 ", 40 , 40 , 40 , 40 , 41 , 41 ," 3,170,000,000 "," 3,710,000,000 "," 4,210,000,000 "," 4,490,000,000 "," 4,760,000,000 "," 4,670,000,000 "," 46,098 "," 50,071 "," 53,834 "," 55,135 "," 55,602 "," 54,561 "," 56,068 "," 61,543 "," 66,352 "," 68,009 "," 69,462 "," 68,007 ",,,,
57630,Sandstone (S), 48 , 43 , 46 , 38 , 44 , 41 , 51 , 51 , 52 , 54 , 53 , 58 ," 2,343,446 "," 2,092,958 "," 2,475,203 "," 1,734,368 "," 2,034,086 "," 1,971,679 "," 45,618 "," 48,348 "," 53,037 "," 52,253 "," 43,509 "," 33,964 "," 48,822 "," 48,673 "," 53,809 "," 45,641 "," 46,229 "," 48,090 ",,,,
57700,Serpentine-Jarrahdale (S)," 10,119 "," 10,927 "," 12,014 "," 12,925 "," 14,191 "," 15,295 ", 41 , 41 , 41 , 41 , 40 , 39 ," 571,000,000 "," 689,000,000 "," 804,000,000 "," 872,000,000 "," 959,000,000 "," 1,020,000,000 "," 46,561 "," 51,985 "," 53,892 "," 54,959 "," 55,768 "," 55,267 "," 56,461 "," 63,014 "," 66,899 "," 67,453 "," 67,606 "," 67,012 ",,,,
57770,Shark Bay (S), 442 , 422 , 486 , 494 , 508 , 469 , 44 , 43 , 43 , 44 , 44 , 44 ," 20,044,968 "," 21,113,371 "," 25,036,598 "," 25,599,865 "," 27,368,922 "," 24,361,294 "," 37,141 "," 37,455 "," 40,270 "," 42,485 "," 45,018 "," 42,091 "," 45,351 "," 50,032 "," 51,516 "," 51,822 "," 53,876 "," 51,943 ",,,,
57840,South Perth (C)," 25,698 "," 26,617 "," 27,357 "," 27,536 "," 27,908 "," 27,110 ", 40 , 41 , 41 , 41 , 41 , 42 ," 1,830,000,000 "," 2,060,000,000 "," 2,250,000,000 "," 2,360,000,000 "," 2,420,000,000 "," 2,290,000,000 "," 49,353 "," 53,325 "," 56,817 "," 57,670 "," 58,605 "," 58,242 "," 71,193 "," 77,480 "," 82,405 "," 85,799 "," 86,562 "," 84,467 ",,,,
57910,Stirling (C)," 118,254 "," 124,526 "," 129,864 "," 131,517 "," 134,726 "," 132,540 ", 39 , 39 , 39 , 39 , 39 , 40 ," 7,160,000,000 "," 8,110,000,000 "," 9,060,000,000 "," 9,400,000,000 "," 9,740,000,000 "," 9,470,000,000 "," 45,777 "," 49,267 "," 52,355 "," 53,494 "," 54,290 "," 53,876 "," 60,530 "," 65,145 "," 69,785 "," 71,437 "," 72,327 "," 71,435 ",,,,
57980,Subiaco (C)," 9,543 "," 9,824 "," 10,072 "," 10,219 "," 10,608 "," 10,804 ", 43 , 43 , 42 , 43 , 44 , 44 ," 849,000,000 "," 944,000,000 "," 1,030,000,000 "," 1,060,000,000 "," 1,130,000,000 "," 1,100,000,000 "," 55,531 "," 61,079 "," 64,568 "," 65,956 "," 66,884 "," 64,998 "," 88,976 "," 96,131 "," 101,849 "," 103,512 "," 106,725 "," 101,373 ",,,,
